sample,species,call_type,start,end,aug_method
FR002A_00045720_20250423T020000_16kHz_130_160_pitch_48148369.wav,Masked Owl,chattering,17.2,19.09,pitch
FR002A_00045720_20250423T020000_16kHz_130_160_stretch_addde6e6.wav,Masked Owl,chattering,17.2,19.09,stretch
FR002A_00045720_20250423T020000_16kHz_130_160_stretch_3954c0f1.wav,Masked Owl,chattering,17.2,19.09,stretch
FR002A_00045720_20250423T020000_16kHz_130_160_stretch_b4493e2a.wav,Masked Owl,chattering,17.2,19.09,stretch
FR002A_00045720_20250423T020000_16kHz_130_160(1)_noise_48aeb055.wav,Masked Owl,chattering,19.24,21.25,noise
FR002A_00045720_20250423T020000_16kHz_130_160(1)_noise_df6d3f45.wav,Masked Owl,chattering,19.24,21.25,noise
FR002A_00045720_20250423T020000_16kHz_130_160(1)_noise_d5902649.wav,Masked Owl,chattering,19.24,21.25,noise
FR002A_00045720_20250423T020000_16kHz_130_160(1)_stretch_07cd7494.wav,Masked Owl,chattering,19.24,21.25,stretch
FR002A_00045720_20250423T020000_16kHz_130_160(1)_stretch_68199b59.wav,Masked Owl,chattering,19.24,21.25,stretch
FR002A_00045720_20250423T020000_16kHz_130_160(1)_stretch_210580be.wav,Masked Owl,chattering,19.24,21.25,stretch
FR002A_00045720_20250423T020000_16kHz_130_160(1)_stretch_f5b38bdf.wav,Masked Owl,chattering,19.24,21.25,stretch
FR002A_00045720_20250423T020000_16kHz_300_330_pitch_99f0d067.wav,Masked Owl,chattering,10.07,12.64,pitch
FR002A_00045720_20250423T020000_16kHz_300_330_pitch_3fe6fac1.wav,Masked Owl,chattering,10.07,12.64,pitch
FR002A_00045720_20250423T020000_16kHz_300_330_noise_ffcb83a1.wav,Masked Owl,chattering,10.07,12.64,noise
FR002A_00045720_20250423T020000_16kHz_300_330_noise_6114e553.wav,Masked Owl,chattering,10.07,12.64,noise
FR002A_00045720_20250423T020000_16kHz_300_330_stretch_b01dc6ad.wav,Masked Owl,chattering,10.07,12.64,stretch
FR002A_00045720_20250423T020000_16kHz_300_330_stretch_a070f4dc.wav,Masked Owl,chattering,10.07,12.64,stretch
FR002A_00045720_20250423T020000_16kHz_390_420_pitch_f6d5fdd1.wav,Masked Owl,chattering,8.0,10.73,pitch
FR002A_00045720_20250423T020000_16kHz_390_420_pitch_afdbe5a0.wav,Masked Owl,chattering,8.0,10.73,pitch
FR002A_00045720_20250423T020000_16kHz_390_420_noise_81f77b84.wav,Masked Owl,chattering,8.0,10.73,noise
FR002A_00045720_20250423T020000_16kHz_390_420_noise_fb606080.wav,Masked Owl,chattering,8.0,10.73,noise
FR002A_00045720_20250423T020000_16kHz_390_420_noise_0e52d44f.wav,Masked Owl,chattering,8.0,10.73,noise
FR002A_00045720_20250423T020000_16kHz_390_420_stretch_a4e4c932.wav,Masked Owl,chattering,8.0,10.73,stretch
FR002A_00045720_20250423T020000_16kHz_390_420_stretch_af1bdcd9.wav,Masked Owl,chattering,8.0,10.73,stretch
FR002A_00045720_20250423T020000_16kHz_390_420_stretch_4a45e77c.wav,Masked Owl,chattering,8.0,10.73,stretch
FR002A_00045720_20250423T020000_16kHz_390_420(1)_pitch_b91b99eb.wav,Masked Owl,chattering,16.55,18.22,pitch
FR002A_00045720_20250423T020000_16kHz_390_420(1)_noise_1c7429b0.wav,Masked Owl,chattering,16.55,18.22,noise
FR002A_00045720_20250423T020000_16kHz_390_420(1)_noise_74f4f6bc.wav,Masked Owl,chattering,16.55,18.22,noise
FR002A_00045720_20250423T020000_16kHz_390_420(1)_noise_e2957f20.wav,Masked Owl,chattering,16.55,18.22,noise
FR002A_00045720_20250423T020000_16kHz_390_420(1)_stretch_d6472055.wav,Masked Owl,chattering,16.55,18.22,stretch
FR002A_00045720_20250423T020000_16kHz_390_420(1)_stretch_19454f37.wav,Masked Owl,chattering,16.55,18.22,stretch
FR002A_00045720_20250423T020000_16kHz_390_420(1)_stretch_6a52ba87.wav,Masked Owl,chattering,16.55,18.22,stretch
FR002A_00045720_20250423T020000_16kHz_390_420(1)_stretch_9ae01f2e.wav,Masked Owl,chattering,16.55,18.22,stretch
FR002A_00045720_20250423T020000_16kHz_390_420(1)_stretch_0de24bfd.wav,Masked Owl,chattering,16.55,18.22,stretch
FR002A_00045720_20250423T020000_16kHz_390_420(2)_pitch_9f39fc43.wav,Masked Owl,chattering,18.33,20.26,pitch
FR002A_00045720_20250423T020000_16kHz_390_420(2)_noise_3d22198d.wav,Masked Owl,chattering,18.33,20.26,noise
FR002A_00045720_20250423T020000_16kHz_390_420(2)_stretch_5e6407a2.wav,Masked Owl,chattering,18.33,20.26,stretch
FR002A_00045720_20250423T020000_16kHz_1080_1110_pitch_15b7327c.wav,Masked Owl,chattering,4.14,6.29,pitch
FR002A_00045720_20250423T020000_16kHz_1080_1110_noise_d9577e59.wav,Masked Owl,chattering,4.14,6.29,noise
FR002A_00045720_20250423T020000_16kHz_1080_1110(1)_noise_b1017616.wav,Masked Owl,chattering,6.71,9.06,noise
FR002A_00045720_20250423T020000_16kHz_1080_1110(1)_stretch_cc70fa3c.wav,Masked Owl,chattering,6.71,9.06,stretch
FR002A_00045720_20250423T020000_16kHz_1080_1110(1)_stretch_e9a33e00.wav,Masked Owl,chattering,6.71,9.06,stretch
FR002A_00045720_20250423T020000_16kHz_1770_1800_noise_3e6a79e6.wav,Masked Owl,screech,22.02,25.01,noise
FR002A_00045720_20250423T020000_16kHz_1790_1820_pitch_991eaf61.wav,Masked Owl,chattering,5.65,8.87,pitch
FR002A_00045720_20250423T020000_16kHz_1790_1820_pitch_17e29e85.wav,Masked Owl,chattering,5.65,8.87,pitch
FR002A_00045720_20250423T020000_16kHz_1790_1820_pitch_bb5b0748.wav,Masked Owl,chattering,5.65,8.87,pitch
FR002A_00045720_20250423T020000_16kHz_1790_1820_pitch_bbea51ed.wav,Masked Owl,chattering,5.65,8.87,pitch
FR002A_00045720_20250423T020000_16kHz_1790_1820_noise_184ac679.wav,Masked Owl,chattering,5.65,8.87,noise
FR002A_00045720_20250423T020000_16kHz_1790_1820_stretch_224fdc39.wav,Masked Owl,chattering,5.65,8.87,stretch
FR002A_00045720_20250423T020000_16kHz_1790_1820_stretch_28388b28.wav,Masked Owl,chattering,5.65,8.87,stretch
FR002A_00045720_20250423T020000_16kHz_1790_1820_stretch_eedb098d.wav,Masked Owl,chattering,5.65,8.87,stretch
FR002A_00045720_20250423T020000_16kHz_1790_1820_stretch_c25369f6.wav,Masked Owl,chattering,5.65,8.87,stretch
FR002A_00045720_20250423T020000_16kHz_1790_1820(1)_noise_94263e95.wav,Masked Owl,chattering,9.36,11.78,noise
FR002A_00045720_20250423T020000_16kHz_1790_1820(1)_stretch_38abccff.wav,Masked Owl,chattering,9.36,11.78,stretch
FR002A_00045720_20250423T020000_16kHz_1790_1820(1)_stretch_eb40abaf.wav,Masked Owl,chattering,9.36,11.78,stretch
FR002A_00045720_20250428T010000_16kHz_1980_2010(1)_noise_1fd460c0.wav,Masked Owl,chattering,8.09,10.7,noise
FR002A_00045720_20250428T010000_16kHz_1980_2010(1)_noise_106d1402.wav,Masked Owl,chattering,8.09,10.7,noise
FR002A_00045720_20250428T010000_16kHz_1980_2010(1)_stretch_794aef61.wav,Masked Owl,chattering,8.09,10.7,stretch
FR002A_00045720_20250428T010000_16kHz_1980_2010(1)_stretch_a092e4fc.wav,Masked Owl,chattering,8.09,10.7,stretch
FR002A_00045720_20250428T010000_16kHz_1980_2010(1)_stretch_9bb6c759.wav,Masked Owl,chattering,8.09,10.7,stretch
FR002A_20240624_210000_16kHz_3360_3390_noise_cbad4fe3.wav,Masked Owl,screech,1.93,4.43,noise
FR002A_20240624_210000_16kHz_3360_3390_stretch_54c942bc.wav,Masked Owl,screech,1.93,4.43,stretch
FR002A_20240624_210000_16kHz_3420_3450_pitch_0d6fd201.wav,Masked Owl,screech,21.99,25.22,pitch
FR002A_20240624_210000_16kHz_3420_3450_pitch_b46328cc.wav,Masked Owl,screech,21.99,25.22,pitch
FR002A_20240624_210000_16kHz_3420_3450_noise_0148785a.wav,Masked Owl,screech,21.99,25.22,noise
FR002A_20240624_210000_16kHz_3420_3450_stretch_b415d925.wav,Masked Owl,screech,21.99,25.22,stretch
FR002A_20240624_220000_16kHz_100_130_stretch_f7cc3cef.wav,Masked Owl,screech,17.0,20.34,stretch
FR002A_20240626_000000_16kHz_1980_2010_stretch_32435d4d.wav,Masked Owl,screech,0.54,2.71,stretch
FR002A_20240626_000000_16kHz_1950_1980_noise_d61ae74f.wav,Masked Owl,screech,1.97,4.72,noise
FR002A_20240626_190000_16kHz_830_860_pitch_425dbb44.wav,Masked Owl,screech,9.93,12.81,pitch
FR002A_20240626_190000_16kHz_1170_1200_stretch_f904831c.wav,Masked Owl,screech,24.15,27.2,stretch
FR002A_20240626_190000_16kHz_690_720_pitch_702d6025.wav,Masked Owl,screech,4.28,6.86,pitch
FR002A_20240626_190000_16kHz_690_720_noise_c30be0c7.wav,Masked Owl,screech,4.28,6.86,noise
FR002A_20240626_210000_16kHz_2430_2460_stretch_e563c67a.wav,Masked Owl,screech,3.34,5.72,stretch
FR002A_20240626_230000_16kHz_960_990_stretch_33f2f276.wav,Masked Owl,screech,25.71,28.12,stretch
FR002A_20240626_230000_16kHz_1290_1320_noise_e6198d1f.wav,Masked Owl,screech,16.84,19.13,noise
FR002A_20240626_230000_16kHz_1380_1410_pitch_14113ff1.wav,Masked Owl,screech,18.21,20.77,pitch
FR002A_20240626_230000_16kHz_1470_1500_pitch_f78e263d.wav,Masked Owl,screech,7.33,9.83,pitch
FR002A_20240627_210000_16kHz_30_60_stretch_e3160dc7.wav,Masked Owl,screech,12.18,14.92,stretch
FR002A_20240627_210000_16kHz_840_870_noise_57dded8e.wav,Masked Owl,screech,9.59,12.47,noise
FR002A_20240627_210000_16kHz_840_870_stretch_d8811221.wav,Masked Owl,screech,9.59,12.47,stretch
FR002A_20240627_210000_16kHz_840_870_stretch_1601453b.wav,Masked Owl,screech,9.59,12.47,stretch
FR002A_20240627_210000_16kHz_1000_1030_pitch_a934a432.wav,Masked Owl,screech,19.71,22.61,pitch
FR002A_20240627_210000_16kHz_1000_1030_stretch_42dfc610.wav,Masked Owl,screech,19.71,22.61,stretch
FR002A_20240627_210000_16kHz_1000_1030_stretch_c80a23be.wav,Masked Owl,screech,19.71,22.61,stretch
FR002A_20240627_210000_16kHz_1260_1290_stretch_e2458692.wav,Masked Owl,screech,14.08,17.42,stretch
FR002A_20240627_210000_16kHz_1350_1380_noise_310ce910.wav,Masked Owl,screech,23.49,26.57,noise
FR002A_20240627_210000_16kHz_1350_1380_stretch_3f33babb.wav,Masked Owl,screech,23.49,26.57,stretch
FR002A_20240627_220000_16kHz_1770_1800_noise_58471ec9.wav,Masked Owl,screech,25.06,27.66,noise
FR002A_20240628_010000_16kHz_2970_3000_pitch_3948581d.wav,Masked Owl,screech,24.01,26.68,pitch
FR002A_20240628_010000_16kHz_2970_3000_noise_1dd56aea.wav,Masked Owl,screech,24.01,26.68,noise
FR002A_20240628_010000_16kHz_3300_3330_noise_13385cea.wav,Masked Owl,screech,22.31,25.12,noise
FR002A_20240628_010000_16kHz_3300_3330_stretch_eed1d332.wav,Masked Owl,screech,22.31,25.12,stretch
FR002A_20240628_020000_16kHz_3300_3330_stretch_f1c7c4b0.wav,Masked Owl,screech,14.47,17.24,stretch
FR002A_20240628_020000_16kHz_3540_3570_pitch_b1f2ae57.wav,Masked Owl,screech,2.34,5.47,pitch
FR002A_20240628_030000_16kHz_30_60_stretch_12dab406.wav,Masked Owl,screech,11.84,15.68,stretch
FR002A_20240628_030000_16kHz_600_630_pitch_258b0b43.wav,Masked Owl,screech,13.79,16.81,pitch
FR002A_20240628_030000_16kHz_600_630_stretch_6a2cd94e.wav,Masked Owl,screech,13.79,16.81,stretch
FR002A_20240628_030000_16kHz_630_660_noise_811d3a6d.wav,Masked Owl,screech,14.75,17.96,noise
FR002A_20240628_030000_16kHz_870_900_pitch_22171e9d.wav,Masked Owl,screech,25.45,29.0,pitch
FR002A_20240628_030000_16kHz_1020_1050_stretch_6317f816.wav,Masked Owl,screech,20.59,23.7,stretch
FR002A_20240628_030000_16kHz_30_60(1)_noise_a771333c.wav,Masked Owl,screech,22.24,26.5,noise
FR002A_20240628_030000_16kHz_240_270_pitch_cc75493a.wav,Masked Owl,screech,22.28,26.66,pitch
FR002A_20240628_040000_16kHz_280_310_pitch_d50f8036.wav,Masked Owl,screech,19.67,23.67,pitch
FR002A_20240628_040000_16kHz_890_920_noise_db8aa847.wav,Masked Owl,screech,9.1,13.08,noise
FR002A_20240628_040000_16kHz_1110_1140_noise_f3551ce6.wav,Masked Owl,screech,10.6,14.67,noise
FR002A_20240628_040000_16kHz_1350_1380_pitch_9cea1e2a.wav,Masked Owl,screech,19.32,23.47,pitch
FR002A_20240628_040000_16kHz_1590_1620_pitch_6d3fa1a9.wav,Masked Owl,screech,17.54,21.54,pitch
FR002A_20240628_040000_16kHz_1020_1050(1)_stretch_a2e5284f.wav,Masked Owl,screech,10.64,14.43,stretch
FR002A_20240628_050000_16kHz_1740_1770_stretch_ac099565.wav,Masked Owl,screech,14.18,17.69,stretch
FR002A_20240628_050000_16kHz_2420_2450_pitch_8fba59a2.wav,Masked Owl,screech,7.6,11.25,pitch
FR002A_20240628_050000_16kHz_2420_2450_noise_31ac553c.wav,Masked Owl,screech,7.6,11.25,noise
FR002A_20240628_050000_16kHz_2420_2450_noise_a6f24588.wav,Masked Owl,screech,7.6,11.25,noise
FR002A_20240628_050000_16kHz_2420_2450_stretch_0e8a94aa.wav,Masked Owl,screech,7.6,11.25,stretch
FR002A_20240628_050000_16kHz_2420_2450_stretch_4681ae06.wav,Masked Owl,screech,7.6,11.25,stretch
FR002A_20240628_050000_16kHz_2530_2560_pitch_106b3472.wav,Masked Owl,screech,0.63,3.83,pitch
FR002A_20240628_050000_16kHz_2530_2560_stretch_e37dce1b.wav,Masked Owl,screech,0.63,3.83,stretch
FR002A_20240628_050000_16kHz_2530_2560(1)_pitch_692e2855.wav,Masked Owl,screech,17.6,21.23,pitch
FR002A_20240628_050000_16kHz_2530_2560(1)_noise_bb9942e5.wav,Masked Owl,screech,17.6,21.23,noise
FR002A_20240628_050000_16kHz_2530_2560(1)_stretch_54fc9692.wav,Masked Owl,screech,17.6,21.23,stretch
FR002A_20240628_050000_16kHz_2730_2760_stretch_07f6f42f.wav,Masked Owl,screech,19.24,21.31,stretch
FR002A_20240628_050000_16kHz_3000_3030_stretch_270e904b.wav,Masked Owl,screech,18.78,21.88,stretch
FR002A_20240628_050000_16kHz_3030_3060_noise_f171bfce.wav,Masked Owl,screech,20.74,22.81,noise
FR002A_20240628_050000_16kHz_3030_3060_noise_c25ea497.wav,Masked Owl,screech,20.74,22.81,noise
FR002A_20240628_050000_16kHz_2430_2460_pitch_6cf60243.wav,Masked Owl,screech,11.69,15.44,pitch
FR002A_20240628_050000_16kHz_2620_2650_pitch_55e73c25.wav,Masked Owl,screech,18.42,23.58,pitch
FR002A_20240628_050000_16kHz_2620_2650_pitch_63ab344d.wav,Masked Owl,screech,18.42,23.58,pitch
FR002A_20240628_050000_16kHz_2620_2650_stretch_2d6577e1.wav,Masked Owl,screech,18.42,23.58,stretch
FR002A_20240630_000000_16kHz_2490_2520_stretch_9daa7826.wav,Masked Owl,screech,22.74,25.69,stretch
FR002A_20240630_000000_16kHz_2640_2670_noise_5b35378d.wav,Masked Owl,screech,20.02,23.83,noise
FR002A_20240630_000000_16kHz_2640_2670_stretch_246277f8.wav,Masked Owl,screech,20.02,23.83,stretch
FR002A_20240630_180000_16kHz_2370_2400_pitch_30d1eb70.wav,Masked Owl,screech,2.71,5.94,pitch
FR002A_20240630_180000_16kHz_2510_2540_stretch_6a4a26ed.wav,Masked Owl,screech,9.18,13.09,stretch
FR002A_20240702_180000_16kHz_3060_3090_stretch_07d5712e.wav,Masked Owl,screech,8.62,11.7,stretch
FR002A_20240702_180000_16kHz_2790_2820_noise_66dab29a.wav,Masked Owl,screech,23.52,26.79,noise
FR002A_20240702_200000_16kHz_1500_1530_pitch_5e3707d1.wav,Masked Owl,screech,6.69,9.03,pitch
FR002A_20240702_200000_16kHz_2450_2480_pitch_2b6fa248.wav,Masked Owl,screech,9.04,10.94,pitch
FR002A_20240702_200000_16kHz_2450_2480_pitch_28854622.wav,Masked Owl,screech,9.04,10.94,pitch
FR002A_20240702_200000_16kHz_2670_2700_pitch_3a5a726c.wav,Masked Owl,screech,11.35,13.48,pitch
FR002A_20240702_200000_16kHz_2670_2700_stretch_3147f109.wav,Masked Owl,screech,11.35,13.48,stretch
FR002A_20240702_200000_16kHz_2670_2700_stretch_ef2e4891.wav,Masked Owl,screech,11.35,13.48,stretch
FR002A_20240703_190000_16kHz_1620_1650_pitch_2c8d297a.wav,Masked Owl,chattering,7.45,15.0,pitch
FR002A_20240703_190000_16kHz_1620_1650_stretch_7ca710c4.wav,Masked Owl,chattering,7.45,15.0,stretch
FR002A_20240703_190000_16kHz_1620_1650_stretch_ae1ded58.wav,Masked Owl,chattering,7.45,15.0,stretch
FR002A_20240703_190000_16kHz_1770_1800_noise_5432148e.wav,Masked Owl,screech,6.55,9.38,noise
FR002A_20240703_190000_16kHz_1770_1800_stretch_fe8f6384.wav,Masked Owl,screech,6.55,9.38,stretch
FR002A_20240703_190000_16kHz_1500_1530_pitch_a43e2573.wav,Masked Owl,chattering,15.03,20.82,pitch
FR002A_20240703_190000_16kHz_1500_1530_noise_06a45e8b.wav,Masked Owl,chattering,15.03,20.82,noise
FR002A_20240703_190000_16kHz_1500_1530_noise_9abde717.wav,Masked Owl,chattering,15.03,20.82,noise
FR002A_20240703_190000_16kHz_1500_1530_noise_46500ae7.wav,Masked Owl,chattering,15.03,20.82,noise
FR002A_20240703_190000_16kHz_1500_1530_stretch_561c9853.wav,Masked Owl,chattering,15.03,20.82,stretch
FR002A_20240703_190000_16kHz_1500_1530_stretch_8f153950.wav,Masked Owl,chattering,15.03,20.82,stretch
FR002A_20240703_190000_16kHz_1560_1590_pitch_00b90496.wav,Masked Owl,chattering,20.19,24.76,pitch
FR002A_20240703_190000_16kHz_1560_1590_pitch_d73c164d.wav,Masked Owl,chattering,20.19,24.76,pitch
FR002A_20240703_190000_16kHz_1560_1590_pitch_2c4515d3.wav,Masked Owl,chattering,20.19,24.76,pitch
FR002A_20240703_190000_16kHz_1560_1590_pitch_2db3dc64.wav,Masked Owl,chattering,20.19,24.76,pitch
FR002A_20240703_190000_16kHz_1560_1590_noise_809e4419.wav,Masked Owl,chattering,20.19,24.76,noise
FR002A_20240703_190000_16kHz_1690_1720_pitch_ce08918b.wav,Masked Owl,chattering,19.73,27.18,pitch
FR002A_20240703_190000_16kHz_2160_2190_pitch_e61dc62f.wav,Masked Owl,screech,18.69,21.37,pitch
FR002A_20240703_190000_16kHz_2160_2190_noise_5e28a062.wav,Masked Owl,screech,18.69,21.37,noise
FR002A_20240703_190000_16kHz_2160_2190_noise_b46a14dc.wav,Masked Owl,screech,18.69,21.37,noise
FR002A_20240703_190000_16kHz_2160_2190_stretch_0a7a39d7.wav,Masked Owl,screech,18.69,21.37,stretch
FR002A_20240703_190000_16kHz_1560_1590(1)_pitch_63480a64.wav,Masked Owl,chattering,16.52,20.16,pitch
FR002A_20240703_190000_16kHz_1560_1590(1)_pitch_aa31ff0d.wav,Masked Owl,chattering,16.52,20.16,pitch
FR002A_20240703_190000_16kHz_1560_1590(1)_noise_aad65d30.wav,Masked Owl,chattering,16.52,20.16,noise
FR002A_20240703_190000_16kHz_1560_1590(1)_stretch_412ab9cc.wav,Masked Owl,chattering,16.52,20.16,stretch
FR002A_20240703_190000_16kHz_1560_1590(1)_stretch_0dc5ab25.wav,Masked Owl,chattering,16.52,20.16,stretch
FR002A_20240703_210000_16kHz_1620_1650_noise_de82645e.wav,Masked Owl,screech,23.44,26.24,noise
FR002A_20240703_210000_16kHz_1620_1650_stretch_d7fb9581.wav,Masked Owl,screech,23.44,26.24,stretch
FR002A_20240703_210000_16kHz_1980_2010_pitch_b0f1cfd8.wav,Masked Owl,screech,25.06,27.89,pitch
FR002A_20240703_210000_16kHz_1980_2010_pitch_fe55617c.wav,Masked Owl,screech,25.06,27.89,pitch
FR002A_20240703_210000_16kHz_1980_2010_pitch_1ac3741a.wav,Masked Owl,screech,25.06,27.89,pitch
FR002A_20240703_210000_16kHz_240_270_pitch_aea4ed3e.wav,Masked Owl,screech,13.16,15.87,pitch
FR002A_20240703_210000_16kHz_2010_2040_pitch_f789f836.wav,Masked Owl,screech,20.6,23.4,pitch
FR002A_20240703_210000_16kHz_2010_2040_noise_d29877a0.wav,Masked Owl,screech,20.6,23.4,noise
FR002A_20240704_010000_16kHz_3390_3420_pitch_75b7852e.wav,Masked Owl,chattering,13.92,16.32,pitch
FR002A_20240704_010000_16kHz_3390_3420_pitch_11574844.wav,Masked Owl,chattering,13.92,16.32,pitch
FR002A_20240704_010000_16kHz_3390_3420_stretch_ab7cd557.wav,Masked Owl,chattering,13.92,16.32,stretch
FR002A_20240704_010000_16kHz_3510_3540_pitch_c3205bb6.wav,Masked Owl,chattering,19.57,21.87,pitch
FR002A_20240704_010000_16kHz_3510_3540_pitch_03ac935f.wav,Masked Owl,chattering,19.57,21.87,pitch
FR002A_20240704_010000_16kHz_3510_3540_stretch_bf5abada.wav,Masked Owl,chattering,19.57,21.87,stretch
FR002A_20240704_210000_16kHz_750_780_pitch_97540886.wav,Masked Owl,chattering,11.63,13.82,pitch
FR002A_20240704_210000_16kHz_750_780_stretch_d7349ea5.wav,Masked Owl,chattering,11.63,13.82,stretch
FR002A_20240704_220000_16kHz_3210_3240_noise_7b244aae.wav,Masked Owl,screech,22.2,25.71,noise
FR002A_20240704_230000_16kHz_3390_3420_pitch_130997ae.wav,Masked Owl,screech,14.23,17.27,pitch
FR002A_20240704_230000_16kHz_3390_3420_noise_cffee837.wav,Masked Owl,screech,14.23,17.27,noise
FR002A_20240705_000000_16kHz_1440_1470_pitch_bfd1e9d8.wav,Masked Owl,screech,1.24,4.59,pitch
FR002A_20240705_000000_16kHz_1440_1470_stretch_d57d3085.wav,Masked Owl,screech,1.24,4.59,stretch
FR002A_20240705_000000_16kHz_1440_1470_stretch_628e0a93.wav,Masked Owl,screech,1.24,4.59,stretch
FR002A_20240705_000000_16kHz_1700_1730_pitch_13e18b7d.wav,Masked Owl,screech,8.65,12.26,pitch
FR002A_20240705_000000_16kHz_1700_1730_pitch_d5efabbe.wav,Masked Owl,screech,8.65,12.26,pitch
FR002A_20240705_000000_16kHz_1700_1730_pitch_14a66ed9.wav,Masked Owl,screech,8.65,12.26,pitch
FR002A_20240705_000000_16kHz_1700_1730_noise_115accc5.wav,Masked Owl,screech,8.65,12.26,noise
FR002A_20240705_010000_16kHz_0_30_noise_e662740c.wav,Masked Owl,screech,15.05,17.37,noise
FR002A_20240705_010000_16kHz_120_150_noise_edceda4f.wav,Masked Owl,screech,23.44,26.81,noise
FR002A_20240705_020000_16kHz_480_510_stretch_b07a62b8.wav,Masked Owl,screech,7.6,9.72,stretch
FR002A_20240705_050000_16kHz_1740_1770_noise_3feb3477.wav,Masked Owl,screech,7.7,10.2,noise
FR002A_20240705_050000_16kHz_2820_2850_noise_1ec2edbd.wav,Masked Owl,screech,15.77,18.46,noise
FR002A_20240705_050000_16kHz_2820_2850_noise_182141cc.wav,Masked Owl,screech,15.77,18.46,noise
FR002A_20240705_210000_16kHz_3180_3210_noise_e33a1c02.wav,Masked Owl,screech,13.52,16.47,noise
FR002A_20240705_210000_16kHz_3210_3240_stretch_2ecfd801.wav,Masked Owl,screech,1.99,5.24,stretch
FR002A_20240705_210000_16kHz_3160_3190(1)_stretch_9e045fbe.wav,Masked Owl,screech,18.76,21.28,stretch
FR002A_20240705_220000_16kHz_3090_3120_noise_fb5d1cf8.wav,Masked Owl,screech,15.26,18.01,noise
FR002A_20240705_220000_16kHz_3090_3120_stretch_56e60fa3.wav,Masked Owl,screech,15.26,18.01,stretch
FR002A_20240705_220000_16kHz_3210_3240_pitch_17d7c225.wav,Masked Owl,screech,6.0,9.57,pitch
FR002A_20240705_230000_16kHz_30_60_noise_db3b7988.wav,Masked Owl,screech,9.98,12.83,noise
FR002A_20240705_230000_16kHz_30_60_stretch_53bae66f.wav,Masked Owl,screech,9.98,12.83,stretch
FR002A_20240706_190000_16kHz_750_780_pitch_149260fc.wav,Masked Owl,screech,7.18,9.24,pitch
FR002A_20240706_190000_16kHz_750_780_pitch_2bb2f114.wav,Masked Owl,screech,7.18,9.24,pitch
FR002A_20240706_190000_16kHz_750_780_noise_bedd7add.wav,Masked Owl,screech,7.18,9.24,noise
FR002A_20240706_190000_16kHz_750_780_stretch_fc9589bf.wav,Masked Owl,screech,7.18,9.24,stretch
FR002A_20240706_190000_16kHz_750_780_stretch_840eea0c.wav,Masked Owl,screech,7.18,9.24,stretch
FR002A_20240706_190000_16kHz_270_300_noise_79434813.wav,Masked Owl,screech,6.17,8.75,noise
FR002A_20240706_190000_16kHz_270_300_noise_10698479.wav,Masked Owl,screech,6.17,8.75,noise
FR002A_20240706_190000_16kHz_270_300_stretch_b431f76e.wav,Masked Owl,screech,6.17,8.75,stretch
FR002A_20240706_220000_16kHz_3520_3550_pitch_aeff8e46.wav,Masked Owl,screech,19.57,22.38,pitch
FR002A_20240706_220000_16kHz_3520_3550_stretch_8da24e99.wav,Masked Owl,screech,19.57,22.38,stretch
FR002A_20240707_050000_16kHz_1770_1800_pitch_2c59a12e.wav,Masked Owl,screech,13.0,15.74,pitch
FR002A_20240707_050000_16kHz_2040_2070_pitch_830948a9.wav,Masked Owl,screech,16.18,19.28,pitch
FR002A_20240707_050000_16kHz_2040_2070_stretch_903d0b74.wav,Masked Owl,screech,16.18,19.28,stretch
FR002A_20240707_190000_16kHz_840_870_pitch_7031556a.wav,Masked Owl,screech,11.15,13.29,pitch
FR002A_20240707_210000_16kHz_1740_1770_noise_0ebdae06.wav,Masked Owl,screech,5.69,8.59,noise
FR002A_20240707_220000_16kHz_2640_2670_pitch_a6d02a39.wav,Masked Owl,screech,26.84,30.03,pitch
FR002A_20240707_230000_16kHz_1320_1350_pitch_9e96caab.wav,Masked Owl,screech,27.0,29.87,pitch
FR002A_20240707_230000_16kHz_1320_1350_noise_081f1a2f.wav,Masked Owl,screech,27.0,29.87,noise
FR002A_20240707_230000_16kHz_1410_1440_stretch_f3e334d0.wav,Masked Owl,screech,18.07,20.67,stretch
FR002A_20240708_050000_16kHz_1290_1320_stretch_4f0a9d90.wav,Masked Owl,screech,0.3,2.79,stretch
FR002A_20240708_050000_16kHz_90_120_pitch_1acd06e4.wav,Masked Owl,screech,24.82,26.82,pitch
FR002A_20240708_050000_16kHz_90_120_stretch_3e19ae68.wav,Masked Owl,screech,24.82,26.82,stretch
FR002A_20240708_050000_16kHz_1350_1380_noise_8aedc28c.wav,Masked Owl,screech,26.12,28.96,noise
FR002A_20240708_050000_16kHz_1410_1440_pitch_d6c9afb1.wav,Masked Owl,screech,24.98,27.83,pitch
FR002A_20240710_190000_16kHz_1500_1530_noise_1758f757.wav,Masked Owl,screech,13.66,16.87,noise
FR002A_20240710_190000_16kHz_2390_2420_noise_a7d7ed0f.wav,Masked Owl,screech,8.44,10.7,noise
FR002A_20240710_190000_16kHz_2390_2420_noise_27d41e7b.wav,Masked Owl,screech,8.44,10.7,noise
FR002A_20240710_190000_16kHz_2390_2420_noise_835d1d06.wav,Masked Owl,screech,8.44,10.7,noise
FR002A_20240710_190000_16kHz_2390_2420_noise_190a74f5.wav,Masked Owl,screech,8.44,10.7,noise
FR002A_20240710_200000_16kHz_60_90_pitch_eb77e758.wav,Masked Owl,screech,0.31,3.03,pitch
